tile_id,seed_index,tile_path_id,h3_res,level,center_lat,center_lon,tile_size_m,geometry,children,checked,fetch_success,current
88194ad323fffff,10,10,8,0,51.5034524,-0.105945157,531.415,"POLYGON ((-0.1047196545710628 51.50792636868545, -0.111427066016315 51.50673378962552, -0.1126520884031156 51.50225956858746, -0.1071704806419031 51.49897819394648, -0.1004641361207624 51.500170814259164, -0.0992383325482904 51.50464476794492, -0.1047196545710628 51.50792636868545))",0,False,False,False
88194ad36bfffff,11,11,8,0,51.52820161,-0.086397509,531.415,"POLYGON ((-0.0851701506250179 51.53267388306964, -0.0918797494981939 51.53148349503227, -0.0931066280085635 51.52701096870593, -0.0876246890567497 51.52372909775828, -0.080916158145192 51.52491952722091, -0.0796884983356162 51.52939178619079, -0.0851701506250179 51.53267388306964))",0,False,False,False
88194ad32dfffff,12,12,8,0,51.51896274,-0.114459884,531.415,"POLYGON ((-0.1132346258149748 51.52343626255041, -0.1199441719038596 51.52224376570438, -0.1211689494714793 51.51776999100632, -0.1156849629172356 51.514488980339976, -0.1089764842827582 51.51568151824434, -0.1077509248597647 51.52015502574154, -0.1132346258149748 51.52343626255041))",0,False,False,False
88194ad309fffff,13,13,8,0,51.51835477,-0.069956121,531.415,"POLYGON ((-0.0687278596443315 51.522827003040774, -0.0754356953239905 51.521637248561476, -0.0766634765709619 51.51716476636419, -0.0711842028055504 51.51388230616536, -0.0644774348133139 51.51507210235415, -0.0632488730108005 51.51954431701719, -0.0687278596443315 51.522827003040774))",0,False,False,False
88194ad303fffff,14,14,8,0,51.50493666,-0.073639829,531.415,"POLYGON ((-0.0724121053432612 51.50940960088464, -0.0791185011283994 51.50821908827997, -0.0803457445152228 51.50374589247654, -0.0748673725236587 51.500463476846086, -0.0681620439033927 51.501654031167476, -0.0669340202214461 51.50612695938754, -0.0724121053432612 51.50940960088464))",0,False,False,False
88194ad347fffff,15,15,8,0,51.52610949,-0.074207735,531.415,"POLYGON ((-0.0729795947027676 51.53058149905776, -0.0796884983356162 51.52939178619079, -0.080916158145192 51.52491952722091, -0.0754356953239905 51.521637248561476, -0.0687278596443315 51.522827003040774, -0.0674994189444663 51.52729899455204, -0.0729795947027676 51.53058149905776))",0,False,False,False
88194ad361fffff,16,16,8,0,51.53029264,-0.098589456,531.415,"POLYGON ((-0.0973628782614289 51.53476518393656, -0.1040731719084791 51.53357412048326, -0.105299268710771 51.52910132690273, -0.0998158536858658 51.525819864014544, -0.0931066280085635 51.52701096870593, -0.0918797494981939 51.53148349503227, -0.0973628782614289 51.53476518393656))",0,False,False,False
88194ad339fffff,17,17,8,0,51.49927246,-0.081572809,531.415,"POLYGON ((-0.0803457445152228 51.50374589247654, -0.0870517678762369 51.502554663487544, -0.0882783522260914 51.4980809772564, -0.0827996936956561 51.49479878755601, -0.0760947372426226 51.495990058171785, -0.0748673725236587 51.500463476846086, -0.0803457445152228 51.50374589247654))",0,False,False,False
88194ad30bfffff,18,18,8,0,51.51059965,-0.065705817,531.415,"POLYGON ((-0.0644774348133139 51.51507210235415, -0.0711842028055504 51.51388230616536, -0.0724121053432612 51.50940960088464, -0.0669340202214461 51.50612695938754, -0.0602283196509644 51.507316797382956, -0.0589996368922343 51.511789235053804, -0.0644774348133139 51.51507210235415))",0,False,False,False
88194ad327fffff,19,19,8,0,51.50554075,-0.118134584,531.415,"POLYGON ((-0.1169098629679935 51.51001498239984, -0.1236179677558104 51.50882172793671, -0.1248422085487067 51.50434723964876, -0.1193591262592725 51.50106627305865, -0.1126520884031156 51.50225956858746, -0.111427066016315 51.50673378962552, -0.1169098629679935 51.51001498239984))",0,False,False,False
