local_tile,local_tiles,density,local_density
89194ad0423ffff,"{'89194ad04afffff', '89194ad04abffff', '89194ad0437ffff', '89194ad0477ffff', '89194ad0467ffff', '89194ad0423ffff', '89194ad0433ffff', '89194ad0407ffff', '89194ad0553ffff', '89194ad042fffff', '89194ad0093ffff', '89194ad043bffff', '89194ad055bffff', '89194ad042bffff', '89194ad05cbffff', '89194ad0427ffff', '89194ad040fffff', '89194ad05dbffff', '89194ad0097ffff'}",2.0,70.0
89194ad042fffff,"{'89194ad0437ffff', '89194ad0477ffff', '89194ad0467ffff', '89194ad054bffff', '89194ad0423ffff', '89194ad0433ffff', '89194ad0553ffff', '89194ad042fffff', '89194ad0093ffff', '89194ad0543ffff', '89194ad055bffff', '89194ad043bffff', '89194ad042bffff', '89194ad05cbffff', '89194ad0427ffff', '89194ad0087ffff', '89194ad0097ffff', '89194ad0083ffff', '89194ad009bffff'}",4.0,38.0
89194ad0433ffff,"{'89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad0403ffff', '89194ad0437ffff', '89194ad0477ffff', '89194ad0423ffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad0407ffff', '89194ad042fffff', '89194ad0417ffff', '89194ad043bffff', '89194ad05cbffff', '89194ad042bffff', '89194ad0427ffff', '89194ad040fffff', '89194ad05dbffff', '89194ad04bbffff'}",8.0,100.0
89194ad0437ffff,"{'89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad0437ffff', '89194ad05cfffff', '89194ad0423ffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad05d3ffff', '89194ad0407ffff', '89194ad0553ffff', '89194ad042fffff', '89194ad05cbffff', '89194ad043bffff', '89194ad042bffff', '89194ad055bffff', '89194ad0427ffff', '89194ad05dbffff', '89194ad05c3ffff'}",7.0,67.0
89194ad0447ffff,"{'89194ad044fffff', '89194ad0463ffff', '89194ad041bffff', '89194ad0403ffff', '89194ad0477ffff', '89194ad046bffff', '89194ad0443ffff', '89194ad047bffff', '89194ad040bffff', '89194ad06b7ffff', '89194ad0453ffff', '89194ad0457ffff', '89194ad044bffff', '89194ad0447ffff', '89194ad040fffff', '89194ad045bffff', '89194ad0473ffff', '89194ad06b3ffff', '89194ad04cfffff'}",13.0,45.0
89194ad044bffff,"{'89194ad044fffff', '89194ad3127ffff', '89194ad312fffff', '89194ad0693ffff', '89194ad06a3ffff', '89194ad0697ffff', '89194ad0443ffff', '89194ad047bffff', '89194ad0683ffff', '89194ad06b7ffff', '89194ad0453ffff', '89194ad0457ffff', '89194ad044bffff', '89194ad0447ffff', '89194ad06bbffff', '89194ad068fffff', '89194ad0687ffff', '89194ad045bffff', '89194ad06b3ffff'}",4.0,61.0
89194ad044fffff,"{'89194ad044fffff', '89194ad0463ffff', '89194ad06a3ffff', '89194ad046bffff', '89194ad0697ffff', '89194ad0443ffff', '89194ad047bffff', '89194ad06a7ffff', '89194ad040bffff', '89194ad06b7ffff', '89194ad0453ffff', '89194ad0457ffff', '89194ad044bffff', '89194ad0447ffff', '89194ad06bbffff', '89194ad045bffff', '89194ad0687ffff', '89194ad0473ffff', '89194ad06b3ffff'}",3.0,49.0
89194ad0453ffff,"{'89194ad3127ffff', '89194ad044fffff', '89194ad312fffff', '89194ad04dbffff', '89194ad041bffff', '89194ad3123ffff', '89194ad04cbffff', '89194ad0697ffff', '89194ad0443ffff', '89194ad040bffff', '89194ad04c3ffff', '89194ad0457ffff', '89194ad044bffff', '89194ad0447ffff', '89194ad0453ffff', '89194ad3137ffff', '89194ad045bffff', '89194ad04c7ffff', '89194ad04cfffff'}",1.0,30.0
89194ad046fffff,"{'89194ad00c7ffff', '89194ad0463ffff', '89194ad0467ffff', '89194ad00d3ffff', '89194ad00dbffff', '89194ad0477ffff', '89194ad046bffff', '89194ad00d7ffff', '89194ad046fffff', '89194ad047bffff', '89194ad06a7ffff', '89194ad06b7ffff', '89194ad0093ffff', '89194ad042bffff', '89194ad008bffff', '89194ad0083ffff', '89194ad0473ffff', '89194ad00c3ffff', '89194ad009bffff'}",2.0,18.0
89194ad047bffff,"{'89194ad044fffff', '89194ad0463ffff', '89194ad06a3ffff', '89194ad0467ffff', '89194ad00d3ffff', '89194ad0477ffff', '89194ad046bffff', '89194ad0443ffff', '89194ad046fffff', '89194ad047bffff', '89194ad06a7ffff', '89194ad040bffff', '89194ad06b7ffff', '89194ad0457ffff', '89194ad044bffff', '89194ad0447ffff', '89194ad040fffff', '89194ad0473ffff', '89194ad06b3ffff'}",8.0,52.0
89194ad0483ffff,"{'89194ad048fffff', '89194ad2267ffff', '89194ad235bffff', '89194ad04b3ffff', '89194ad049bffff', '89194ad0493ffff', '89194ad0483ffff', '89194ad048bffff', '89194ad0487ffff', '89194ad0413ffff', '89194ad234bffff', '89194ad04d7ffff', '89194ad0417ffff', '89194ad222fffff', '89194ad0497ffff', '89194ad222bffff', '89194ad226fffff', '89194ad04bbffff', '89194ad04c7ffff'}",1.0,49.0
89194ad0487ffff,"{'89194ad048fffff', '89194ad04a3ffff', '89194ad235bffff', '89194ad04abffff', '89194ad04b3ffff', '89194ad049bffff', '89194ad0493ffff', '89194ad048bffff', '89194ad04b7ffff', '89194ad234fffff', '89194ad0487ffff', '89194ad0413ffff', '89194ad234bffff', '89194ad0417ffff', '89194ad222fffff', '89194ad0497ffff', '89194ad04bbffff', '89194ad0483ffff', '89194ad2343ffff'}",12.0,77.0
89194ad048bffff,"{'89194ad048fffff', '89194ad2267ffff', '89194ad041bffff', '89194ad0403ffff', '89194ad049bffff', '89194ad0493ffff', '89194ad048bffff', '89194ad04c7ffff', '89194ad0487ffff', '89194ad0413ffff', '89194ad04c3ffff', '89194ad04d7ffff', '89194ad0417ffff', '89194ad0497ffff', '89194ad226fffff', '89194ad04d3ffff', '89194ad04bbffff', '89194ad0483ffff', '89194ad04cfffff'}",6.0,48.0
89194ad04a3ffff,"{'89194ad048fffff', '89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad0437ffff', '89194ad04b3ffff', '89194ad236bffff', '89194ad04b7ffff', '89194ad234fffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad05d3ffff', '89194ad0407ffff', '89194ad0487ffff', '89194ad234bffff', '89194ad0417ffff', '89194ad237bffff', '89194ad05dbffff', '89194ad04bbffff'}",16.0,113.0
89194ad04a7ffff,"{'89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad2363ffff', '89194ad0437ffff', '89194ad04b3ffff', '89194ad236bffff', '89194ad04b7ffff', '89194ad234fffff', '89194ad05d3ffff', '89194ad0433ffff', '89194ad04a7ffff', '89194ad236fffff', '89194ad05d7ffff', '89194ad237bffff', '89194ad05cbffff', '89194ad05dbffff', '89194ad04bbffff', '89194ad05c3ffff'}",3.0,94.0
89194ad04abffff,"{'89194ad048fffff', '89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad0403ffff', '89194ad0437ffff', '89194ad04b3ffff', '89194ad04b7ffff', '89194ad0423ffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad0407ffff', '89194ad0487ffff', '89194ad0413ffff', '89194ad0417ffff', '89194ad043bffff', '89194ad040fffff', '89194ad05dbffff', '89194ad04bbffff'}",7.0,114.0
89194ad04afffff,"{'89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad0437ffff', '89194ad04b3ffff', '89194ad236bffff', '89194ad04b7ffff', '89194ad0423ffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad05d3ffff', '89194ad0407ffff', '89194ad0417ffff', '89194ad043bffff', '89194ad05cbffff', '89194ad0427ffff', '89194ad05dbffff', '89194ad04bbffff', '89194ad05c3ffff'}",2.0,101.0
89194ad04b3ffff,"{'89194ad048fffff', '89194ad04afffff', '89194ad04a3ffff', '89194ad235bffff', '89194ad04abffff', '89194ad04b3ffff', '89194ad236bffff', '89194ad04b7ffff', '89194ad234fffff', '89194ad04a7ffff', '89194ad0487ffff', '89194ad234bffff', '89194ad0417ffff', '89194ad237bffff', '89194ad0497ffff', '89194ad04bbffff', '89194ad2347ffff', '89194ad0483ffff', '89194ad2343ffff'}",3.0,92.0
89194ad04b7ffff,"{'89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad2363ffff', '89194ad04b3ffff', '89194ad236bffff', '89194ad04b7ffff', '89194ad234fffff', '89194ad04a7ffff', '89194ad05d3ffff', '89194ad236fffff', '89194ad0487ffff', '89194ad234bffff', '89194ad237bffff', '89194ad05dbffff', '89194ad04bbffff', '89194ad2347ffff', '89194ad2343ffff', '89194ad2373ffff'}",4.0,97.0
89194ad04bbffff,"{'89194ad048fffff', '89194ad04afffff', '89194ad04a3ffff', '89194ad04abffff', '89194ad0403ffff', '89194ad04b3ffff', '89194ad048bffff', '89194ad04b7ffff', '89194ad234fffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad0407ffff', '89194ad0487ffff', '89194ad0413ffff', '89194ad234bffff', '89194ad0417ffff', '89194ad0497ffff', '89194ad04bbffff', '89194ad0483ffff'}",20.0,106.0
89194ad04c7ffff,"{'89194ad048fffff', '89194ad041bffff', '89194ad04dbffff', '89194ad0403ffff', '89194ad049bffff', '89194ad04cbffff', '89194ad048bffff', '89194ad04c7ffff', '89194ad040bffff', '89194ad0413ffff', '89194ad04c3ffff', '89194ad0457ffff', '89194ad04d7ffff', '89194ad0417ffff', '89194ad0453ffff', '89194ad04d3ffff', '89194ad226fffff', '89194ad0483ffff', '89194ad04cfffff'}",2.0,17.0
89194ad04d3ffff,"{'89194ad2267ffff', '89194ad31afffff', '89194ad04dbffff', '89194ad2263ffff', '89194ad049bffff', '89194ad31a7ffff', '89194ad04cbffff', '89194ad227bffff', '89194ad048bffff', '89194ad31b7ffff', '89194ad04c3ffff', '89194ad31a3ffff', '89194ad04d7ffff', '89194ad226bffff', '89194ad3137ffff', '89194ad226fffff', '89194ad04d3ffff', '89194ad04c7ffff', '89194ad04cfffff'}",1.0,30.0
89194ad04d7ffff,"{'89194ad048fffff', '89194ad2267ffff', '89194ad041bffff', '89194ad04dbffff', '89194ad2263ffff', '89194ad049bffff', '89194ad31a7ffff', '89194ad0493ffff', '89194ad04cbffff', '89194ad048bffff', '89194ad04c7ffff', '89194ad0413ffff', '89194ad04c3ffff', '89194ad04d7ffff', '89194ad226bffff', '89194ad04d3ffff', '89194ad226fffff', '89194ad0483ffff', '89194ad04cfffff'}",2.0,14.0
89194ad0507ffff,"{'89194ad051bffff', '89194ad0533ffff', '89194ad0577ffff', '89194ad0507ffff', '89194ad0503ffff', '89194ad050bffff', '89194ad0573ffff', '89194ad0513ffff', '89194ad052bffff', '89194ad058fffff', '89194ad050fffff', '89194ad0537ffff', '89194ad053bffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad0523ffff', '89194ad05bbffff', '89194ad0517ffff'}",11.0,71.0
89194ad050fffff,"{'89194ad051bffff', '89194ad0567ffff', '89194ad0533ffff', '89194ad057bffff', '89194ad0577ffff', '89194ad0507ffff', '89194ad0547ffff', '89194ad0563ffff', '89194ad0503ffff', '89194ad050bffff', '89194ad0573ffff', '89194ad0513ffff', '89194ad052bffff', '89194ad050fffff', '89194ad053bffff', '89194ad05abffff', '89194ad0523ffff', '89194ad0557ffff', '89194ad0517ffff'}",2.0,38.0
89194ad0517ffff,"{'89194ad051bffff', '89194ad0583ffff', '89194ad0533ffff', '89194ad0507ffff', '89194ad05c7ffff', '89194ad05b3ffff', '89194ad0503ffff', '89194ad050bffff', '89194ad058bffff', '89194ad0513ffff', '89194ad058fffff', '89194ad050fffff', '89194ad053bffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad0587ffff', '89194ad05bbffff', '89194ad0517ffff'}",5.0,65.0
89194ad0523ffff,"{'89194ad2a5bffff', '89194ad0533ffff', '89194ad0577ffff', '89194ad0507ffff', '89194ad0527ffff', '89194ad2a53ffff', '89194ad0197ffff', '89194ad052bffff', '89194ad0193ffff', '89194ad050fffff', '89194ad0537ffff', '89194ad2acbffff', '89194ad053bffff', '89194ad05abffff', '89194ad05afffff', '89194ad0523ffff', '89194ad2adbffff', '89194ad0567ffff', '89194ad052fffff'}",1.0,37.0
89194ad052bffff,"{'89194ad2a5bffff', '89194ad0533ffff', '89194ad056fffff', '89194ad0577ffff', '89194ad0183ffff', '89194ad0507ffff', '89194ad0563ffff', '89194ad0527ffff', '89194ad0197ffff', '89194ad0573ffff', '89194ad052bffff', '89194ad0193ffff', '89194ad050fffff', '89194ad0537ffff', '89194ad019bffff', '89194ad053bffff', '89194ad0523ffff', '89194ad0567ffff', '89194ad052fffff'}",7.0,66.0
89194ad0533ffff,"{'89194ad0533ffff', '89194ad0577ffff', '89194ad0507ffff', '89194ad05a7ffff', '89194ad0527ffff', '89194ad0503ffff', '89194ad052bffff', '89194ad050fffff', '89194ad0537ffff', '89194ad2acbffff', '89194ad053bffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad0523ffff', '89194ad2adbffff', '89194ad05bbffff', '89194ad0517ffff', '89194ad052fffff'}",2.0,44.0
89194ad0537ffff,"{'89194ad2acfffff', '89194ad2a5bffff', '89194ad0533ffff', '89194ad2ad3ffff', '89194ad0507ffff', '89194ad05a7ffff', '89194ad0527ffff', '89194ad2a53ffff', '89194ad052bffff', '89194ad2ac3ffff', '89194ad0537ffff', '89194ad2acbffff', '89194ad053bffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad0523ffff', '89194ad2adbffff', '89194ad052fffff'}",4.0,31.0
89194ad0557ffff,"{'89194ad051bffff', '89194ad057bffff', '89194ad05cfffff', '89194ad054bffff', '89194ad0547ffff', '89194ad05c7ffff', '89194ad0503ffff', '89194ad050bffff', '89194ad0553ffff', '89194ad0513ffff', '89194ad0573ffff', '89194ad050fffff', '89194ad0543ffff', '89194ad05cbffff', '89194ad055bffff', '89194ad0427ffff', '89194ad0557ffff', '89194ad054fffff', '89194ad05c3ffff'}",1.0,19.0
89194ad0573ffff,"{'89194ad051bffff', '89194ad057bffff', '89194ad056fffff', '89194ad00b7ffff', '89194ad0577ffff', '89194ad0507ffff', '89194ad0547ffff', '89194ad0563ffff', '89194ad0503ffff', '89194ad050bffff', '89194ad056bffff', '89194ad0573ffff', '89194ad052bffff', '89194ad050fffff', '89194ad0543ffff', '89194ad053bffff', '89194ad0557ffff', '89194ad054fffff', '89194ad0567ffff'}",7.0,30.0
89194ad0577ffff,"{'89194ad0533ffff', '89194ad057bffff', '89194ad056fffff', '89194ad0577ffff', '89194ad0507ffff', '89194ad0547ffff', '89194ad0563ffff', '89194ad0503ffff', '89194ad050bffff', '89194ad056bffff', '89194ad0573ffff', '89194ad052bffff', '89194ad0193ffff', '89194ad050fffff', '89194ad019bffff', '89194ad053bffff', '89194ad0523ffff', '89194ad0567ffff', '89194ad052fffff'}",2.0,36.0
89194ad0587ffff,"{'89194ad2e43ffff', '89194ad059bffff', '89194ad0583ffff', '89194ad2e5bffff', '89194ad2e4fffff', '89194ad0593ffff', '89194ad05b3ffff', '89194ad05b7ffff', '89194ad058bffff', '89194ad0513ffff', '89194ad058fffff', '89194ad232fffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad0587ffff', '89194ad2e4bffff', '89194ad05bbffff', '89194ad0517ffff', '89194ad0597ffff'}",4.0,49.0
89194ad058bffff,"{'89194ad051bffff', '89194ad2367ffff', '89194ad059bffff', '89194ad0583ffff', '89194ad05cfffff', '89194ad0593ffff', '89194ad05c7ffff', '89194ad05d3ffff', '89194ad0503ffff', '89194ad236fffff', '89194ad058bffff', '89194ad0513ffff', '89194ad058fffff', '89194ad05d7ffff', '89194ad0587ffff', '89194ad05c3ffff', '89194ad05bbffff', '89194ad0517ffff', '89194ad0597ffff'}",3.0,47.0
89194ad058fffff,"{'89194ad051bffff', '89194ad059bffff', '89194ad0583ffff', '89194ad0507ffff', '89194ad0593ffff', '89194ad05c7ffff', '89194ad05b3ffff', '89194ad0503ffff', '89194ad058bffff', '89194ad0513ffff', '89194ad058fffff', '89194ad05d7ffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad0587ffff', '89194ad2e4bffff', '89194ad05bbffff', '89194ad0517ffff', '89194ad0597ffff'}",20.0,60.0
89194ad05a3ffff,"{'89194ad0533ffff', '89194ad2ad3ffff', '89194ad0507ffff', '89194ad2e7bffff', '89194ad2e6bffff', '89194ad05a7ffff', '89194ad2e4fffff', '89194ad05b3ffff', '89194ad05b7ffff', '89194ad058fffff', '89194ad0537ffff', '89194ad05abffff', '89194ad05afffff', '89194ad05a3ffff', '89194ad2adbffff', '89194ad0587ffff', '89194ad2e4bffff', '89194ad05bbffff', '89194ad0517ffff'}",4.0,65.0
89194ad05afffff,"{'89194ad0533ffff', '89194ad2ad3ffff', '89194ad0507ffff', '89194ad2e6bffff', '89194ad05a7ffff', '89194ad05b3ffff', '89194ad05b7ffff', '89194ad0527ffff', '89194ad2ac3ffff', '89194ad0537ffff', '89194ad2acbffff', '89194ad053bffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad0523ffff', '89194ad05afffff', '89194ad2adbffff', '89194ad05bbffff', '89194ad0517ffff'}",2.0,41.0
89194ad05b3ffff,"{'89194ad2e43ffff', '89194ad0583ffff', '89194ad2e5bffff', '89194ad2e7bffff', '89194ad2e4fffff', '89194ad05a7ffff', '89194ad2e6bffff', '89194ad05b3ffff', '89194ad05b7ffff', '89194ad058fffff', '89194ad2e47ffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad0587ffff', '89194ad2e4bffff', '89194ad05bbffff', '89194ad0517ffff', '89194ad0597ffff'}",3.0,48.0
89194ad05b7ffff,"{'89194ad2e43ffff', '89194ad2e6fffff', '89194ad2ad3ffff', '89194ad2e73ffff', '89194ad2e7bffff', '89194ad2e6bffff', '89194ad05a7ffff', '89194ad2e4fffff', '89194ad05b3ffff', '89194ad05b7ffff', '89194ad2e47ffff', '89194ad2e63ffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad2adbffff', '89194ad0587ffff', '89194ad2e4bffff', '89194ad05bbffff'}",5.0,23.0
89194ad05bbffff,"{'89194ad0583ffff', '89194ad0533ffff', '89194ad0507ffff', '89194ad2e4fffff', '89194ad05a7ffff', '89194ad05b3ffff', '89194ad05b7ffff', '89194ad0503ffff', '89194ad058bffff', '89194ad0513ffff', '89194ad058fffff', '89194ad05abffff', '89194ad05a3ffff', '89194ad05afffff', '89194ad0587ffff', '89194ad2e4bffff', '89194ad05bbffff', '89194ad0517ffff', '89194ad0597ffff'}",4.0,64.0
89194ad05c3ffff,"{'89194ad04afffff', '89194ad051bffff', '89194ad059bffff', '89194ad0437ffff', '89194ad05cfffff', '89194ad236bffff', '89194ad05c7ffff', '89194ad04a7ffff', '89194ad05d3ffff', '89194ad236fffff', '89194ad058bffff', '89194ad0553ffff', '89194ad0513ffff', '89194ad05d7ffff', '89194ad05cbffff', '89194ad0427ffff', '89194ad05dbffff', '89194ad0557ffff', '89194ad05c3ffff'}",3.0,39.0
89194ad05c7ffff,"{'89194ad051bffff', '89194ad059bffff', '89194ad0583ffff', '89194ad05cfffff', '89194ad05c7ffff', '89194ad05d3ffff', '89194ad0503ffff', '89194ad236fffff', '89194ad050bffff', '89194ad058bffff', '89194ad0553ffff', '89194ad0513ffff', '89194ad058fffff', '89194ad05d7ffff', '89194ad05cbffff', '89194ad05dbffff', '89194ad0557ffff', '89194ad05c3ffff', '89194ad0517ffff'}",5.0,41.0
89194ad05cbffff,"{'89194ad04afffff', '89194ad051bffff', '89194ad0437ffff', '89194ad05cfffff', '89194ad05c7ffff', '89194ad0423ffff', '89194ad04a7ffff', '89194ad0433ffff', '89194ad05d3ffff', '89194ad0553ffff', '89194ad042fffff', '89194ad05d7ffff', '89194ad0543ffff', '89194ad055bffff', '89194ad05cbffff', '89194ad0427ffff', '89194ad05dbffff', '89194ad0557ffff', '89194ad05c3ffff'}",1.0,37.0
89194ad05d7ffff,"{'89194ad051bffff', '89194ad2367ffff', '89194ad059bffff', '89194ad0583ffff', '89194ad2363ffff', '89194ad05cfffff', '89194ad0593ffff', '89194ad236bffff', '89194ad05c7ffff', '89194ad04a7ffff', '89194ad05d3ffff', '89194ad236fffff', '89194ad058bffff', '89194ad0513ffff', '89194ad058fffff', '89194ad05d7ffff', '89194ad05cbffff', '89194ad05dbffff', '89194ad05c3ffff'}",1.0,52.0
89194ad0603ffff,"{'89194ad068bffff', '89194ad0657ffff', '89194ad0647ffff', '89194ad0677ffff', '89194ad063bffff', '89194ad0673ffff', '89194ad0613ffff', '89194ad06cfffff', '89194ad060bffff', '89194ad06c7ffff', '89194ad061bffff', '89194ad0617ffff', '89194ad0603ffff', '89194ad0607ffff', '89194ad06abffff', '89194ad06bbffff', '89194ad068fffff', '89194ad0633ffff', '89194ad060fffff'}",1.0,91.0
89194ad0607ffff,"{'89194ad0677ffff', '89194ad06a3ffff', '89194ad06afffff', '89194ad0637ffff', '89194ad063bffff', '89194ad0673ffff', '89194ad0613ffff', '89194ad060bffff', '89194ad061bffff', '89194ad0603ffff', '89194ad0617ffff', '89194ad0607ffff', '89194ad06abffff', '89194ad0623ffff', '89194ad06bbffff', '89194ad068fffff', '89194ad0633ffff', '89194ad060fffff', '89194ad062bffff'}",8.0,119.0
89194ad060fffff,"{'89194ad0657ffff', '89194ad0647ffff', '89194ad0677ffff', '89194ad067bffff', '89194ad063bffff', '89194ad0667ffff', '89194ad0613ffff', '89194ad0673ffff', '89194ad060bffff', '89194ad061bffff', '89194ad0603ffff', '89194ad0617ffff', '89194ad0663ffff', '89194ad0607ffff', '89194ad0623ffff', '89194ad06abffff', '89194ad0633ffff', '89194ad060fffff', '89194ad062bffff'}",26.0,122.0
89194ad0613ffff,"{'89194ad068bffff', '89194ad0657ffff', '89194ad0613ffff', '89194ad06c7ffff', '89194ad06cfffff', '89194ad060bffff', '89194ad061bffff', '89194ad0603ffff', '89194ad0617ffff', '89194ad0683ffff', '89194ad069bffff', '89194ad0607ffff', '89194ad06abffff', '89194ad06bbffff', '89194ad068fffff', '89194ad0687ffff', '89194ad06c3ffff', '89194ad06d7ffff', '89194ad060fffff'}",1.0,62.0
89194ad0617ffff,"{'89194ad068bffff', '89194ad06afffff', '89194ad06a3ffff', '89194ad063bffff', '89194ad0613ffff', '89194ad06c7ffff', '89194ad060bffff', '89194ad061bffff', '89194ad0603ffff', '89194ad0617ffff', '89194ad0683ffff', '89194ad0607ffff', '89194ad06abffff', '89194ad06bbffff', '89194ad068fffff', '89194ad0687ffff', '89194ad0633ffff', '89194ad06b3ffff', '89194ad060fffff'}",2.0,83.0
89194ad061bffff,"{'89194ad068bffff', '89194ad0657ffff', '89194ad0647ffff', '89194ad0673ffff', '89194ad0613ffff', '89194ad06cfffff', '89194ad060bffff', '89194ad06c7ffff', '89194ad06cbffff', '89194ad0603ffff', '89194ad0617ffff', '89194ad061bffff', '89194ad0653ffff', '89194ad0607ffff', '89194ad068fffff', '89194ad06c3ffff', '89194ad06d7ffff', '89194ad0643ffff', '89194ad060fffff'}",2.0,64.0
89194ad0623ffff,"{'89194ad0627ffff', '89194ad0677ffff', '89194ad06afffff', '89194ad0297ffff', '89194ad062fffff', '89194ad00dbffff', '89194ad0637ffff', '89194ad063bffff', '89194ad0667ffff', '89194ad0293ffff', '89194ad0607ffff', '89194ad005bffff', '89194ad06abffff', '89194ad0623ffff', '89194ad0633ffff', '89194ad060fffff', '89194ad00cbffff', '89194ad062bffff', '89194ad0053ffff'}",13.0,128.0
89194ad0627ffff,"{'89194ad06afffff', '89194ad0627ffff', '89194ad0297ffff', '89194ad062fffff', '89194ad00dbffff', '89194ad004bffff', '89194ad0637ffff', '89194ad063bffff', '89194ad0043ffff', '89194ad0293ffff', '89194ad005bffff', '89194ad0623ffff', '89194ad00c3ffff', '89194ad0633ffff', '89194ad00cfffff', '89194ad0057ffff', '89194ad00cbffff', '89194ad062bffff', '89194ad0053ffff'}",1.0,70.0
89194ad062bffff,"{'89194ad0627ffff', '89194ad0677ffff', '89194ad0297ffff', '89194ad062fffff', '89194ad029bffff', '89194ad0637ffff', '89194ad063bffff', '89194ad0667ffff', '89194ad0673ffff', '89194ad066fffff', '89194ad0283ffff', '89194ad0293ffff', '89194ad0663ffff', '89194ad005bffff', '89194ad0607ffff', '89194ad0623ffff', '89194ad0633ffff', '89194ad060fffff', '89194ad062bffff'}",14.0,132.0
89194ad062fffff,"{'89194ad0627ffff', '89194ad0677ffff', '89194ad0297ffff', '89194ad062fffff', '89194ad029bffff', '89194ad0637ffff', '89194ad004bffff', '89194ad063bffff', '89194ad0667ffff', '89194ad0043ffff', '89194ad0283ffff', '89194ad0293ffff', '89194ad005bffff', '89194ad0623ffff', '89194ad0287ffff', '89194ad0633ffff', '89194ad00cbffff', '89194ad062bffff', '89194ad0053ffff'}",16.0,96.0
89194ad063bffff,"{'89194ad0627ffff', '89194ad0677ffff', '89194ad06afffff', '89194ad062fffff', '89194ad0637ffff', '89194ad063bffff', '89194ad0667ffff', '89194ad0673ffff', '89194ad060bffff', '89194ad0603ffff', '89194ad0293ffff', '89194ad0617ffff', '89194ad0663ffff', '89194ad0607ffff', '89194ad0623ffff', '89194ad06abffff', '89194ad0633ffff', '89194ad060fffff', '89194ad062bffff'}",17.0,133.0
