local_tile,local_tiles,density,local_density
89197335637ffff,"{'8919733563bffff', '891973356afffff', '891973356a3ffff', '891973350c3ffff', '89197335627ffff', '891973356abffff', '8919733562bffff', '89197335633ffff', '89197335053ffff', '89197335607ffff', '891973356a7ffff', '8919733562fffff', '89197335637ffff', '891973350dbffff', '891973350d3ffff', '891973350cfffff', '89197335623ffff', '891973350cbffff', '8919733505bffff'}",3.0,10.0
8919733566fffff,"{'89197335667ffff', '8919733566bffff', '891973352c3ffff', '8919733528bffff', '89197335293ffff', '891973225a7ffff', '8919733562bffff', '89197335677ffff', '8919733567bffff', '891973352d7ffff', '891973352d3ffff', '891973352c7ffff', '891973225b7ffff', '89197335663ffff', '89197335283ffff', '8919733529bffff', '8919733566fffff', '891973352dbffff', '89197335673ffff'}",3.0,23.0
8919733580fffff,"{'8919733581bffff', '89197335833ffff', '8919733582bffff', '891973358abffff', '89197335807ffff', '89197335877ffff', '8919733580fffff', '89197335873ffff', '89197335847ffff', '89197335857ffff', '89197335867ffff', '89197335803ffff', '89197335823ffff', '89197335817ffff', '89197335863ffff', '89197335813ffff', '8919733587bffff', '8919733580bffff', '8919733583bffff'}",2.0,9.0
89197335823ffff,"{'89197335833ffff', '8919733595bffff', '89197335827ffff', '8919733582bffff', '8919733582fffff', '89197335b93ffff', '891973358abffff', '89197335807ffff', '89197335877ffff', '891973358afffff', '8919733580fffff', '891973359cbffff', '89197335837ffff', '89197335867ffff', '89197335823ffff', '89197335b97ffff', '89197335953ffff', '891973359dbffff', '8919733583bffff'}",1.0,10.0
89197335837ffff,"{'891973358a7ffff', '891973359cfffff', '891973359c3ffff', '89197335833ffff', '8919733595bffff', '89197335827ffff', '8919733582bffff', '8919733582fffff', '891973358abffff', '89197335807ffff', '891973358afffff', '89197335837ffff', '891973359cbffff', '891973358a3ffff', '89197335823ffff', '89197335953ffff', '891973359d3ffff', '891973359dbffff', '8919733583bffff'}",1.0,2.0
8919733585bffff,"{'89197335e27ffff', '89197335a93ffff', '89197335a97ffff', '89197335e2bffff', '89197335a87ffff', '89197335853ffff', '891973358cfffff', '89197335843ffff', '89197335e23ffff', '8919733585bffff', '89197335ab3ffff', '89197335a83ffff', '89197335847ffff', '89197335e37ffff', '89197335857ffff', '89197335e2fffff', '8919733584bffff', '891973358cbffff', '8919733584fffff'}",1.0,15.0
89197335877ffff,"{'8919733586fffff', '89197335833ffff', '8919733582bffff', '8919733582fffff', '89197335b93ffff', '89197335807ffff', '89197335b9bffff', '89197335877ffff', '8919733580fffff', '89197335873ffff', '89197335847ffff', '8919733586bffff', '89197335803ffff', '89197335823ffff', '89197335867ffff', '89197335863ffff', '8919733587bffff', '8919733580bffff', '8919733583bffff'}",6.0,12.0
891973358c3ffff,"{'89197335e27ffff', '8919733581bffff', '89197335c6bffff', '89197335853ffff', '891973358cfffff', '89197335eafffff', '891973358d7ffff', '891973358c3ffff', '891973358dbffff', '89197335ea7ffff', '8919733588bffff', '89197335c6fffff', '89197335e37ffff', '891973358cbffff', '89197335857ffff', '891973358d3ffff', '89197335813ffff', '891973358c7ffff', '8919733589bffff'}",1.0,9.0
891973358c7ffff,"{'8919733581bffff', '89197335853ffff', '891973358cfffff', '891973358d7ffff', '891973358c3ffff', '891973358dbffff', '8919733588bffff', '89197335c6fffff', '8919733588fffff', '891973358cbffff', '89197335857ffff', '891973358d3ffff', '89197335803ffff', '89197335817ffff', '89197335813ffff', '8919733589bffff', '891973358c7ffff', '89197335883ffff', '8919733580bffff'}",3.0,9.0
891973358d7ffff,"{'89197335893ffff', '8919733581bffff', '89197335c6bffff', '89197335c67ffff', '891973358cfffff', '891973358d7ffff', '89197335c63ffff', '891973358c3ffff', '891973358dbffff', '8919733588bffff', '89197335c6fffff', '89197335ea7ffff', '8919733588fffff', '891973358cbffff', '891973358d3ffff', '89197335813ffff', '891973358c7ffff', '8919733589bffff', '89197335883ffff'}",3.0,10.0
89197335a13ffff,"{'89197335a13ffff', '89197335ac3ffff', '89197335a17ffff', '89197335a87ffff', '89197335a57ffff', '89197335a07ffff', '89197335abbffff', '89197335acfffff', '89197335aabffff', '89197335a83ffff', '89197335a0fffff', '89197335ad7ffff', '89197335a9bffff', '89197335a8bffff', '89197335a1bffff', '89197335a03ffff', '89197335a8fffff', '89197335ac7ffff', '89197335a0bffff'}",1.0,28.0
89197335a2fffff,"{'89197335a23ffff', '89197335a27ffff', '89197335a33ffff', '89197335bcbffff', '89197335b43ffff', '89197335a37ffff', '8919732749bffff', '89197335b5bffff', '89197335a77ffff', '89197327497ffff', '89197327483ffff', '89197327493ffff', '89197335b4bffff', '89197335a3bffff', '89197335b53ffff', '89197327487ffff', '89197335a67ffff', '89197335a2bffff', '89197335a2fffff'}",1.0,2.0
89197335a53ffff,"{'89197335ac3ffff', '89197335a57ffff', '89197322997ffff', '89197335adbffff', '89197335acfffff', '89197335a5bffff', '89197322d27ffff', '89197335acbffff', '89197322d23ffff', '89197335a53ffff', '89197322d2fffff', '89197335a47ffff', '89197335a1bffff', '89197322d37ffff', '89197335a4bffff', '89197335a43ffff', '89197335ac7ffff', '89197335a0bffff', '89197335a4fffff'}",4.0,12.0
89197335a5bffff,"{'89197322987ffff', '89197335a57ffff', '89197322997ffff', '89197335acfffff', '89197335a5bffff', '89197322d27ffff', '89197335acbffff', '89197335a53ffff', '89197322d23ffff', '89197322d2fffff', '89197335a47ffff', '89197322983ffff', '89197322d2bffff', '89197322d37ffff', '89197322993ffff', '89197335a4bffff', '89197335a43ffff', '891973229b3ffff', '89197335a4fffff'}",2.0,19.0
89197335a63ffff,"{'891973229b7ffff', '891973274d7ffff', '89197335a73ffff', '8919732749bffff', '891973229a7ffff', '89197335a6bffff', '89197335a77ffff', '89197335a0fffff', '89197335a6fffff', '89197335a7bffff', '89197335a47ffff', '89197327493ffff', '89197335a3bffff', '89197335a67ffff', '891973274d3ffff', '89197335a63ffff', '89197335a2bffff', '89197335a0bffff', '89197335a4fffff'}",3.0,6.0
89197335a67ffff,"{'89197335a23ffff', '891973274d7ffff', '89197335a73ffff', '8919732749bffff', '89197335a6bffff', '8919732748bffff', '89197335a77ffff', '89197335a0fffff', '89197335a6fffff', '89197327497ffff', '89197327483ffff', '89197335a7bffff', '89197327493ffff', '89197335a3bffff', '891973274d3ffff', '89197335a67ffff', '89197335a63ffff', '89197335a2bffff', '89197335a2fffff'}",1.0,8.0
89197335a7bffff,"{'891973229b7ffff', '89197335a57ffff', '89197335a73ffff', '891973229a7ffff', '89197335a6bffff', '89197335a77ffff', '89197335a0fffff', '89197335a6fffff', '891973229a3ffff', '89197335a7bffff', '89197335a47ffff', '89197335a4bffff', '891973274d3ffff', '89197335a67ffff', '89197335a43ffff', '89197335a63ffff', '891973229b3ffff', '89197335a0bffff', '89197335a4fffff'}",2.0,6.0
89197335a83ffff,"{'89197335a13ffff', '89197335a93ffff', '89197335e67ffff', '89197335a97ffff', '89197335e6fffff', '89197335e2bffff', '89197335a17ffff', '89197335a87ffff', '89197335abbffff', '8919733585bffff', '89197335ab3ffff', '89197335a83ffff', '89197335ad7ffff', '89197335e2fffff', '89197335a9bffff', '8919733584bffff', '89197335a8bffff', '89197335a8fffff', '89197335ac7ffff'}",13.0,30.0
89197335a8fffff,"{'89197335a13ffff', '89197335a93ffff', '89197335a97ffff', '89197335a17ffff', '89197335a87ffff', '89197335a07ffff', '89197335abbffff', '89197335aabffff', '89197335ab3ffff', '89197335a83ffff', '89197335ad7ffff', '89197335aa3ffff', '89197335a9bffff', '8919733584bffff', '89197335a8bffff', '89197335a1bffff', '89197335a03ffff', '89197335a8fffff', '89197335ac7ffff'}",12.0,29.0
89197335a93ffff,"{'89197335e27ffff', '89197335a93ffff', '89197335e77ffff', '89197335e67ffff', '89197335a97ffff', '89197335e6fffff', '89197335e2bffff', '89197335a87ffff', '89197335e3bffff', '89197335e23ffff', '8919733585bffff', '89197335a83ffff', '89197335ad7ffff', '89197335e2fffff', '89197335a9bffff', '8919733584bffff', '89197335a8bffff', '89197335a8fffff', '89197335e63ffff'}",1.0,29.0
89197335ab7ffff,"{'89197335ab7ffff', '8919733586fffff', '89197335aafffff', '89197335a87ffff', '89197335aa7ffff', '89197335abbffff', '89197335843ffff', '89197335aabffff', '89197335ab3ffff', '89197335873ffff', '89197335847ffff', '89197335aa3ffff', '8919733586bffff', '8919733584bffff', '89197335863ffff', '8919733587bffff', '89197335bd3ffff', '89197335bdbffff', '8919733584fffff'}",1.0,1.0
89197335ad7ffff,"{'89197335a13ffff', '89197335ac3ffff', '89197335a93ffff', '89197335e67ffff', '89197335e6fffff', '89197335e6bffff', '89197322da7ffff', '89197335adbffff', '89197335acfffff', '89197335a83ffff', '89197335acbffff', '89197335ad7ffff', '89197335a9bffff', '89197335a8bffff', '89197335a1bffff', '89197335a8fffff', '89197335ac7ffff', '89197335e63ffff', '89197335ad3ffff'}",2.0,30.0
89197335adbffff,"{'89197335ac3ffff', '89197322dabffff', '89197335e6fffff', '89197322da3ffff', '89197335e6bffff', '89197322db7ffff', '89197322da7ffff', '89197335adbffff', '89197335acfffff', '89197322d27ffff', '89197335acbffff', '89197322d23ffff', '89197335a53ffff', '89197335ad7ffff', '89197322d37ffff', '89197322dafffff', '89197322d33ffff', '89197335ac7ffff', '89197335ad3ffff'}",1.0,8.0
89197335b2fffff,"{'891973266cbffff', '89197335b77ffff', '89197327583ffff', '89197326643ffff', '89197335b33ffff', '89197335b27ffff', '89197335b3bffff', '89197335b23ffff', '89197335b2fffff', '89197335b67ffff', '89197335b2bffff', '8919732664bffff', '8919732759bffff', '89197327597ffff', '89197335b37ffff', '8919732665bffff', '89197327593ffff', '89197327587ffff', '89197326653ffff'}",2.0,2.0
89197335b9bffff,"{'8919733586fffff', '89197335bd7ffff', '89197335bc7ffff', '89197335b8bffff', '8919733582bffff', '8919733582fffff', '89197335b93ffff', '89197335b9bffff', '89197335877ffff', '89197335b83ffff', '89197335b13ffff', '89197335b87ffff', '8919733586bffff', '89197335867ffff', '89197335bc3ffff', '89197335b97ffff', '89197335863ffff', '89197335bd3ffff', '89197335b8fffff'}",3.0,9.0
89197335c07ffff,"{'89197335c3bffff', '89197335c23ffff', '89197335cbbffff', '89197335c77ffff', '89197335c2bffff', '89197335c13ffff', '89197335c07ffff', '89197335c03ffff', '89197335c0bffff', '89197335c33ffff', '89197335c1bffff', '89197335c37ffff', '89197335cabffff', '89197335cafffff', '89197335c8fffff', '89197335c0fffff', '89197335ca3ffff', '89197335c17ffff', '89197335c73ffff'}",1.0,2.0
89197335c43ffff,"{'89197335eb3ffff', '89197335127ffff', '89197335c47ffff', '89197335ccbffff', '89197335c57ffff', '89197335c4fffff', '89197335c43ffff', '89197335c5bffff', '89197335e87ffff', '89197335eb7ffff', '89197335c0bffff', '89197335c53ffff', '89197335c1bffff', '89197335e97ffff', '89197335ccfffff', '89197335c4bffff', '89197335c73ffff', '8919733512fffff', '89197335c7bffff'}",2.0,3.0
89197335c63ffff,"{'89197335c3bffff', '89197335893ffff', '89197335c47ffff', '89197335c77ffff', '89197335c6bffff', '89197335c2bffff', '89197335c67ffff', '89197335c4fffff', '891973358d7ffff', '89197335c63ffff', '89197335eb7ffff', '89197335ea7ffff', '89197335c6fffff', '89197335c0bffff', '891973358d3ffff', '8919733589bffff', '89197335c0fffff', '89197335c73ffff', '89197335c7bffff'}",1.0,6.0
89197335c6fffff,"{'89197335893ffff', '89197335c77ffff', '89197335c6bffff', '89197335c2bffff', '89197335c67ffff', '891973358d7ffff', '89197335c63ffff', '891973358c3ffff', '89197335eb7ffff', '891973358dbffff', '89197335ea7ffff', '8919733588bffff', '89197335c6fffff', '891973358d3ffff', '8919733589bffff', '891973358c7ffff', '89197335883ffff', '89197335c73ffff', '89197335c7bffff'}",2.0,10.0
89197335c93ffff,"{'8919733423bffff', '89197334227ffff', '89197334223ffff', '89197334263ffff', '8919733435bffff', '89197335cd7ffff', '89197334277ffff', '89197335c9bffff', '8919733422bffff', '89197334267ffff', '89197335c8bffff', '89197335c97ffff', '8919733422fffff', '8919733426fffff', '89197335c8fffff', '8919733434bffff', '89197335c87ffff', '89197335c93ffff', '89197335c83ffff'}",4.0,9.0
89197335c97ffff,"{'89197335cbbffff', '89197334353ffff', '89197334227ffff', '89197334223ffff', '8919733435bffff', '89197335c9bffff', '8919733422bffff', '89197334267ffff', '89197335c8bffff', '8919733434fffff', '89197335c97ffff', '8919733422fffff', '89197335c8fffff', '8919733434bffff', '89197335c87ffff', '89197335cb3ffff', '89197335c93ffff', '89197335c83ffff', '89197334343ffff'}",1.0,9.0
89197335ca3ffff,"{'89197335cbbffff', '89197335ca7ffff', '89197335dd3ffff', '8919733436bffff', '8919733434fffff', '8919733437bffff', '89197335c07ffff', '89197335cb7ffff', '89197335c33ffff', '89197335c37ffff', '89197335cabffff', '89197335cafffff', '89197335c8fffff', '8919733434bffff', '89197335c87ffff', '89197335cb3ffff', '89197335c17ffff', '89197335ddbffff', '89197335ca3ffff'}",1.0,4.0
89197335cb3ffff,"{'89197335cbbffff', '89197335cb3ffff', '89197335ca7ffff', '8919733435bffff', '89197334347ffff', '8919733436bffff', '8919733434fffff', '8919733437bffff', '89197335c97ffff', '89197335cb7ffff', '89197335cabffff', '89197335cafffff', '89197335c8fffff', '8919733434bffff', '89197335c87ffff', '89197335ca3ffff', '89197335c17ffff', '89197335c83ffff', '89197334343ffff'}",1.0,4.0
89197335cb7ffff,"{'89197335cbbffff', '89197335ca7ffff', '8919733436fffff', '89197334347ffff', '89197335dd3ffff', '8919733436bffff', '8919733434fffff', '8919733437bffff', '89197335cb7ffff', '89197335cabffff', '89197335cafffff', '8919733434bffff', '89197334363ffff', '89197335c87ffff', '89197335cb3ffff', '89197334373ffff', '89197334343ffff', '89197335ddbffff', '89197335ca3ffff'}",1.0,3.0
89197335d73ffff,"{'89197335d6bffff', '89197335d7bffff', '89197335d1bffff', '89197335d03ffff', '89197335d73ffff', '89197335d43ffff', '89197335d77ffff', '89197335d0bffff', '89197335d67ffff', '89197335d3bffff', '89197335d0fffff', '89197335d2bffff', '89197335d63ffff', '89197335d07ffff', '89197335d4fffff', '89197335d6fffff', '89197335d47ffff', '891973358b7ffff', '89197335d57ffff'}",1.0,3.0
89197335d7bffff,"{'89197335d6bffff', '891973358a7ffff', '89197335d7bffff', '89197335d73ffff', '89197335d43ffff', '89197335d77ffff', '89197335d0bffff', '89197335d67ffff', '891973358b3ffff', '89197335d4bffff', '891973358a3ffff', '89197335d0fffff', '89197335d63ffff', '89197335d4fffff', '89197335d6fffff', '89197335d47ffff', '891973359d3ffff', '891973358b7ffff', '89197335d57ffff'}",2.0,3.0
89197335d83ffff,"{'89197335d97ffff', '89197335d93ffff', '89197335d8fffff', '8919733436fffff', '8919733432bffff', '89197334e4bffff', '89197335d83ffff', '89197335d13ffff', '89197335dc7ffff', '8919733432fffff', '89197335d8bffff', '89197334367ffff', '89197335d87ffff', '89197335d9bffff', '89197335d17ffff', '89197334e5bffff', '89197335dbbffff', '89197335db3ffff', '89197335dd7ffff'}",1.0,1.0
89197335e0bffff,"{'89197335ec7ffff', '89197335e77ffff', '89197335e03ffff', '89197335e73ffff', '89197335e4fffff', '89197335e43ffff', '89197335e3bffff', '89197335e47ffff', '89197335e17ffff', '89197335e0bffff', '89197335e53ffff', '89197335e57ffff', '89197335e07ffff', '89197335e0fffff', '89197335e7bffff', '89197335e1bffff', '89197335ecfffff', '89197335e63ffff', '89197335e13ffff'}",3.0,7.0
89197335e17ffff,"{'89197335e33ffff', '89197335ec7ffff', '89197335eb3ffff', '89197335e03ffff', '89197335eabffff', '89197335e8bffff', '89197335e3bffff', '89197335eafffff', '89197335e17ffff', '89197335e0bffff', '89197335e8fffff', '89197335e87ffff', '89197335e07ffff', '89197335ebbffff', '89197335ea3ffff', '89197335e0fffff', '89197335e1bffff', '89197335e83ffff', '89197335e13ffff'}",1.0,6.0
89197335e4fffff,"{'89197322d97ffff', '89197322db3ffff', '89197322d87ffff', '89197335e73ffff', '89197322da3ffff', '89197335e5bffff', '89197335e4fffff', '89197335e43ffff', '89197335e6bffff', '89197322dbbffff', '89197322db7ffff', '89197322da7ffff', '89197335e47ffff', '89197335e0bffff', '89197335e53ffff', '89197335e57ffff', '89197335e4bffff', '89197335e7bffff', '89197335e63ffff'}",1.0,9.0
89197335e57ffff,"{'89197335ec7ffff', '89197335ecbffff', '89197335e03ffff', '89197335e4fffff', '89197335e73ffff', '89197335e5bffff', '89197335e43ffff', '89197335ec3ffff', '89197335e47ffff', '89197335e0bffff', '89197335e53ffff', '89197335e57ffff', '89197335e4bffff', '89197335e7bffff', '89197335e0fffff', '89197335e1bffff', '89197335ecfffff', '89197335327ffff', '89197335e13ffff'}",2.0,13.0
89197335e5bffff,"{'89197322d97ffff', '89197322db3ffff', '89197335ecbffff', '89197322d87ffff', '89197335e4fffff', '89197335e5bffff', '89197322d93ffff', '89197335e43ffff', '89197335337ffff', '89197335e47ffff', '8919733532bffff', '89197335e53ffff', '89197335e57ffff', '89197335323ffff', '8919733532fffff', '89197335e4bffff', '89197322d83ffff', '89197335ecfffff', '89197335327ffff'}",1.0,21.0
89197335e8bffff,"{'89197335ec7ffff', '89197335ed3ffff', '89197335ed7ffff', '89197335e93ffff', '89197335e03ffff', '89197335ec3ffff', '89197335e8bffff', '8919733516fffff', '89197335e17ffff', '89197335e8fffff', '89197335167ffff', '89197335e87ffff', '89197335ebbffff', '89197335e9bffff', '89197335e97ffff', '89197335e1bffff', '89197335ecfffff', '89197335e83ffff', '89197335e13ffff'}",2.0,9.0
89197335ec3ffff,"{'89197335ec7ffff', '89197335ed3ffff', '89197335ed7ffff', '89197335ecbffff', '891973353afffff', '891973353a7ffff', '89197335ec3ffff', '89197335edbffff', '89197335e8bffff', '89197335337ffff', '8919733516fffff', '89197335e53ffff', '89197335e57ffff', '89197335e9bffff', '89197335327ffff', '89197335e1bffff', '89197335ecfffff', '8919733516bffff', '89197335e13ffff'}",1.0,20.0
89197336003ffff,"{'8919733601bffff', '89197336047ffff', '89197336057ffff', '89197336033ffff', '8919733600bffff', '891973360cfffff', '8919733608bffff', '89197336003ffff', '89197336013ffff', '89197336077ffff', '891973360c7ffff', '891973360bbffff', '8919733603bffff', '89197336007ffff', '89197336017ffff', '89197336073ffff', '8919733608fffff', '8919733600fffff', '891973360abffff'}",2.0,28.0
89197336007ffff,"{'8919733601bffff', '8919733602bffff', '89197336033ffff', '8919733600bffff', '891973360afffff', '89197336003ffff', '89197336013ffff', '89197336077ffff', '891973360bbffff', '8919733603bffff', '89197336017ffff', '89197336007ffff', '8919733600fffff', '89197336073ffff', '891973360a3ffff', '8919733608fffff', '89197336023ffff', '891973360abffff', '89197336037ffff'}",1.0,30.0
8919733600fffff,"{'8919733601bffff', '89197336047ffff', '8919733602bffff', '89197336057ffff', '89197336033ffff', '8919733600bffff', '8919733607bffff', '89197336003ffff', '89197336013ffff', '89197336077ffff', '89197336067ffff', '8919733603bffff', '89197336007ffff', '89197336017ffff', '89197336063ffff', '8919733600fffff', '89197336073ffff', '89197336023ffff', '891973360abffff'}",1.0,32.0
8919733601bffff,"{'8919733601bffff', '891973360d7ffff', '89197336047ffff', '89197336057ffff', '8919733600bffff', '891973360cfffff', '8919733608bffff', '89197336043ffff', '89197336003ffff', '89197336013ffff', '891973360c7ffff', '89197336053ffff', '89197336007ffff', '89197336017ffff', '891973360c3ffff', '891973360cbffff', '89197336073ffff', '8919733608fffff', '8919733600fffff'}",7.0,13.0
8919733602bffff,"{'8919733602bffff', '89197336033ffff', '89197336077ffff', '8919733639bffff', '89197336067ffff', '8919733602fffff', '8919733603bffff', '89197336007ffff', '89197336027ffff', '8919733606fffff', '89197336393ffff', '89197336063ffff', '89197336073ffff', '89197336023ffff', '8919733615bffff', '8919733600fffff', '89197336037ffff', '89197336383ffff', '89197336397ffff'}",3.0,24.0
89197336033ffff,"{'891973361dbffff', '891973361cbffff', '8919733602bffff', '89197336033ffff', '891973360afffff', '89197336003ffff', '89197336077ffff', '8919733602fffff', '891973360bbffff', '8919733603bffff', '89197336007ffff', '89197336017ffff', '89197336027ffff', '891973360a7ffff', '891973360a3ffff', '89197336023ffff', '8919733600fffff', '891973360abffff', '89197336037ffff'}",1.0,23.0
8919733603bffff,"{'8919733602bffff', '89197336033ffff', '8919733600bffff', '891973360afffff', '89197336003ffff', '89197336077ffff', '89197336067ffff', '8919733602fffff', '8919733603bffff', '89197336007ffff', '89197336017ffff', '89197336027ffff', '89197336393ffff', '89197336063ffff', '8919733600fffff', '89197336073ffff', '89197336023ffff', '891973360abffff', '89197336037ffff'}",13.0,25.0
89197336063ffff,"{'891973363d7ffff', '891973362a7ffff', '89197336047ffff', '8919733604fffff', '8919733602bffff', '8919733600bffff', '8919733607bffff', '89197336077ffff', '8919733639bffff', '891973363d3ffff', '89197336067ffff', '8919733606bffff', '8919733603bffff', '8919733606fffff', '89197336063ffff', '89197336073ffff', '8919733600fffff', '891973362b7ffff', '89197336393ffff'}",2.0,25.0
89197336077ffff,"{'89197336047ffff', '8919733602bffff', '89197336033ffff', '8919733600bffff', '8919733607bffff', '89197336003ffff', '89197336077ffff', '8919733639bffff', '89197336067ffff', '8919733602fffff', '8919733606bffff', '8919733603bffff', '89197336007ffff', '8919733606fffff', '89197336063ffff', '8919733600fffff', '89197336073ffff', '89197336023ffff', '89197336393ffff'}",2.0,26.0
891973360c3ffff,"{'8919733601bffff', '891973360d7ffff', '8919733646bffff', '891973366afffff', '8919733646fffff', '8919733609bffff', '89197336057ffff', '891973360cfffff', '8919733608bffff', '89197336637ffff', '89197336013ffff', '891973360dbffff', '891973360c7ffff', '891973360d3ffff', '89197336053ffff', '89197336627ffff', '891973360c3ffff', '891973360cbffff', '891973366a7ffff'}",1.0,18.0
891973360cfffff,"{'8919733601bffff', '891973360d7ffff', '89197336047ffff', '89197336057ffff', '8919733600bffff', '891973360cfffff', '8919733608bffff', '89197336043ffff', '89197336637ffff', '89197336003ffff', '89197336013ffff', '891973360dbffff', '891973360c7ffff', '891973360d3ffff', '89197336053ffff', '89197336627ffff', '891973360c3ffff', '891973360cbffff', '8919733605bffff'}",1.0,14.0
891973360dbffff,"{'891973366b7ffff', '891973360d7ffff', '8919733646bffff', '891973366a3ffff', '891973366afffff', '8919733646fffff', '891973360cfffff', '89197336637ffff', '89197336623ffff', '89197336633ffff', '891973360c7ffff', '891973360d3ffff', '891973360dbffff', '89197336053ffff', '89197336627ffff', '891973366abffff', '891973360c3ffff', '891973360cbffff', '891973366a7ffff'}",2.0,13.0
8919733616bffff,"{'8919733616bffff', '89197336edbffff', '8919733616fffff', '89197336ec3ffff', '89197336173ffff', '89197336177ffff', '89197336163ffff', '891973363b3ffff', '89197336ed3ffff', '89197336167ffff', '891973363afffff', '891973363a7ffff', '89197336e9bffff', '8919733617bffff', '891973363a3ffff', '89197336147ffff', '89197336ed7ffff', '8919733614fffff', '891973363b7ffff'}",6.0,39.0
8919733616fffff,"{'8919733612bffff', '8919733616bffff', '89197336e8bffff', '89197336edbffff', '8919733616fffff', '89197336ec3ffff', '89197336173ffff', '89197336177ffff', '89197336163ffff', '89197336ed3ffff', '89197336167ffff', '891973363a7ffff', '89197336e9bffff', '89197336ec7ffff', '8919733617bffff', '89197336e83ffff', '89197336e93ffff', '89197336ed7ffff', '891973363b7ffff'}",1.0,14.0
89197336207ffff,"{'8919733620fffff', '89197336273ffff', '89197336217ffff', '8919733623bffff', '8919733620bffff', '89197336233ffff', '89197336213ffff', '891973362abffff', '89197336203ffff', '8919733622bffff', '891973362a3ffff', '8919733621bffff', '89197336277ffff', '89197336223ffff', '891973362afffff', '89197336207ffff', '89197336237ffff', '891973362bbffff', '8919733628fffff'}",1.0,10.0
89197336213ffff,"{'8919733620fffff', '891973362cfffff', '89197336217ffff', '89197336257ffff', '8919733620bffff', '89197336287ffff', '89197336283ffff', '89197336213ffff', '891973362abffff', '89197336203ffff', '8919733628bffff', '8919733621bffff', '8919733629bffff', '891973362c3ffff', '89197336207ffff', '891973362c7ffff', '891973362bbffff', '891973362d7ffff', '8919733628fffff'}",2.0,7.0
89197336217ffff,"{'8919733620fffff', '89197336217ffff', '8919733623bffff', '8919733620bffff', '89197336287ffff', '89197336233ffff', '89197336283ffff', '89197336213ffff', '89197336203ffff', '891973362abffff', '8919733628bffff', '891973362a3ffff', '891973362b3ffff', '8919733621bffff', '891973362afffff', '89197336207ffff', '891973362c7ffff', '891973362bbffff', '8919733628fffff'}",2.0,6.0
89197336223ffff,"{'89197336353ffff', '8919733620fffff', '8919733623bffff', '891973363cbffff', '89197336267ffff', '89197334497ffff', '89197336227ffff', '89197336233ffff', '89197334493ffff', '891973362abffff', '8919733622bffff', '8919733622fffff', '89197336277ffff', '89197336223ffff', '891973362afffff', '8919733635bffff', '89197336207ffff', '89197336237ffff', '891973363dbffff'}",1.0,22.0
89197336237ffff,"{'89197336353ffff', '891973362a7ffff', '8919733623bffff', '891973363cbffff', '89197336227ffff', '891973363c3ffff', '89197336233ffff', '891973362abffff', '8919733622bffff', '891973363d3ffff', '891973362a3ffff', '8919733622fffff', '89197336223ffff', '891973362afffff', '8919733635bffff', '89197336207ffff', '89197336237ffff', '891973363dbffff', '891973363cfffff'}",3.0,26.0
89197336247ffff,"{'89197336273ffff', '8919733624fffff', '8919733620fffff', '891973362cfffff', '89197336257ffff', '8919733620bffff', '89197336247ffff', '891973371b3ffff', '89197336203ffff', '8919733626bffff', '8919733625bffff', '8919733624bffff', '8919733627bffff', '8919733621bffff', '89197336277ffff', '89197336243ffff', '89197336253ffff', '89197336263ffff', '891973371b7ffff'}",1.0,3.0
8919733626fffff,"{'89197336273ffff', '891973344d3ffff', '89197336267ffff', '891973344c7ffff', '89197334483ffff', '89197334493ffff', '8919733626bffff', '8919733622bffff', '891973344dbffff', '8919733626fffff', '8919733627bffff', '891973344c3ffff', '89197336277ffff', '891973344d7ffff', '8919733449bffff', '89197336263ffff', '891973371a7ffff', '8919733448bffff', '891973371b7ffff'}",1.0,5.0
8919733627bffff,"{'89197336273ffff', '8919733624fffff', '8919733620fffff', '891973344d3ffff', '89197336257ffff', '891973371a3ffff', '89197336267ffff', '8919733620bffff', '89197336247ffff', '891973371b3ffff', '8919733626bffff', '8919733624bffff', '8919733626fffff', '8919733627bffff', '89197336277ffff', '89197336243ffff', '89197336263ffff', '891973371a7ffff', '891973371b7ffff'}",1.0,4.0
89197336297ffff,"{'89197336667ffff', '8919733604fffff', '89197336287ffff', '8919733662fffff', '8919733662bffff', '89197336283ffff', '89197336043ffff', '8919733628bffff', '89197336623ffff', '89197336297ffff', '89197336053ffff', '89197336293ffff', '89197336627ffff', '8919733604bffff', '8919733629bffff', '891973362b3ffff', '8919733605bffff', '891973362bbffff', '8919733628fffff'}",1.0,3.0
891973362abffff,"{'8919733620fffff', '89197336217ffff', '891973362a7ffff', '8919733623bffff', '89197336287ffff', '89197336233ffff', '89197336213ffff', '89197336203ffff', '891973362abffff', '891973362a3ffff', '891973362b3ffff', '89197336223ffff', '891973362afffff', '89197336207ffff', '89197336237ffff', '891973362b7ffff', '891973362bbffff', '891973363dbffff', '8919733628fffff'}",1.0,10.0
891973362d7ffff,"{'89197336667ffff', '891973362cfffff', '891973375a7ffff', '891973362cbffff', '8919733666bffff', '8919733666fffff', '89197336283ffff', '89197336213ffff', '8919733628bffff', '89197336293ffff', '891973362d3ffff', '8919733629bffff', '8919733621bffff', '89197336663ffff', '891973362dbffff', '891973362c3ffff', '891973362c7ffff', '891973362d7ffff', '8919733628fffff'}",1.0,5.0
